age_years,gender_id,district_id,police_station_id,initial_gravity_offence_id,initial_crime_major_head_id,initial_crime_minor_head_id,initial_hour_of_day,initial_day_of_week,initial_month,initial_is_weekend,initial_is_night_time,initial_co_offender_count,recidivism_flag
30,2,3,8,2,1,7,22,1,7,0,1,1,1
37,2,15,1,1,1,5,19,5,6,1,0,2,0
50,2,7,20,1,3,8,10,4,5,0,0,2,0
55,2,12,14,1,1,5,20,2,1,0,0,2,0
23,3,9,10,1,2,3,6,1,10,0,0,2,0
30,3,14,12,2,3,8,0,2,5,0,1,1,1
31,3,5,16,1,3,8,5,2,1,0,1,2,0
42,3,20,9,1,1,7,16,2,2,0,0,1,0
57,3,14,12,2,5,9,17,3,1,0,0,1,0
66,3,11,17,2,2,3,0,3,8,0,1,1,0
75,3,19,7,2,2,12,18,3,6,0,0,1,0
30,1,8,3,1,4,10,3,2,7,0,1,3,1
45,1,14,12,1,2,2,1,2,3,0,1,1,0
58,1,16,4,2,2,2,1,5,8,1,1,1,0
61,1,17,6,1,1,7,15,5,3,1,0,3,0
62,1,6,18,2,5,11,21,3,12,0,0,1,0
68,1,7,20,1,2,3,3,0,5,0,1,1,0
74,1,18,13,1,1,5,3,3,4,0,1,2,0
18,2,3,8,2,5,9,23,0,9,0,1,1,0
22,2,4,11,2,5,11,1,1,6,0,1,1,1
30,2,17,6,2,5,1,8,5,3,1,0,2,1
38,2,12,14,2,5,11,7,1,9,0,0,3,0
42,2,8,3,2,3,4,19,2,8,0,0,1,0
53,2,1,19,1,1,7,23,5,3,1,1,3,0
60,2,3,8,2,1,5,5,5,12,1,1,1,0
67,2,1,19,2,5,11,3,0,9,0,1,1,1
23,3,5,16,1,2,3,22,1,9,0,1,3,0
27,3,13,2,2,1,7,0,1,8,0,1,3,0
30,3,5,16,2,3,8,7,6,2,1,0,3,1
34,3,1,19,1,5,1,5,6,5,1,1,1,0
35,3,3,8,2,1,7,21,1,10,0,0,3,1
54,3,18,13,1,5,11,14,2,12,0,0,2,0
57,3,9,10,1,1,6,21,2,9,0,0,1,0
60,3,17,6,1,5,9,12,4,2,0,0,1,0
70,3,9,10,2,5,11,12,5,9,1,0,1,0
19,1,8,3,1,4,10,2,6,6,1,1,3,0
27,1,20,9,2,5,11,12,3,8,0,0,1,0
30,1,19,7,1,2,3,21,3,1,0,0,1,1
55,1,12,14,2,1,6,21,0,8,0,0,2,0
56,1,6,18,2,5,1,2,1,11,0,1,1,0
69,1,9,10,1,1,6,10,2,8,0,0,1,0
75,1,20,9,2,5,9,14,3,3,0,0,3,0
25,2,1,19,2,1,6,22,1,5,0,1,1,0
30,2,7,20,1,1,5,14,0,8,0,0,1,1
34,2,20,9,2,2,3,20,2,1,0,0,1,0
35,2,12,14,1,2,12,1,0,10,0,1,2,0
60,2,6,18,2,5,9,9,4,3,0,0,1,0
61,2,5,16,2,1,5,6,3,4,0,0,2,0
62,2,9,10,1,4,10,17,6,3,1,0,1,0
65,2,2,5,1,1,6,5,1,9,0,1,2,0
73,2,14,12,1,3,8,8,4,1,0,0,1,0
18,3,3,8,1,2,3,7,0,10,0,0,1,0
30,3,8,3,1,3,4,16,0,4,0,0,2,1
38,3,1,19,2,2,3,17,0,1,0,0,1,1
48,3,20,9,1,4,10,2,6,10,1,1,1,0
53,3,13,2,1,5,9,22,3,4,0,1,1,0
58,3,2,5,1,5,9,8,1,3,0,0,3,0
70,3,15,1,2,2,3,16,6,6,1,0,1,0
21,1,4,11,1,1,7,2,6,1,1,1,3,0
24,1,6,18,2,1,7,20,5,3,1,0,3,0
30,1,6,18,1,5,11,20,6,4,1,0,1,1
32,1,4,11,2,5,11,5,6,7,1,1,1,0
43,1,13,2,1,2,2,2,5,6,1,1,1,0
47,1,8,3,1,1,6,21,6,3,1,0,1,0
53,1,3,8,1,5,9,0,4,2,0,1,1,0
56,1,18,13,1,2,12,23,0,4,0,1,2,0
63,1,16,4,1,4,10,8,4,11,0,0,1,0
68,1,14,12,1,4,10,14,1,4,0,0,2,0
30,2,3,8,1,2,3,23,4,4,0,1,1,1
31,2,14,12,2,2,2,3,1,3,0,1,2,0
33,2,5,16,1,3,8,22,6,5,1,1,1,0
34,2,14,12,2,5,11,16,3,10,0,0,1,0
39,2,5,16,1,3,4,0,6,8,1,1,1,0
45,2,5,16,1,1,5,2,6,11,1,1,1,0
48,2,20,9,2,1,7,8,4,7,0,0,2,0
72,2,7,20,2,5,9,21,1,8,0,0,2,0
24,3,5,16,1,5,11,15,2,7,0,0,1,0
30,3,13,2,1,1,6,18,6,2,1,0,2,1
46,3,10,15,1,1,7,9,6,7,1,0,2,0
47,3,13,2,1,3,8,2,3,1,0,1,3,0
53,3,2,5,1,1,5,6,4,12,0,0,1,0
58,3,1,19,1,2,12,1,6,11,1,1,1,0
20,1,14,12,2,5,1,17,0,8,0,0,1,0
30,1,8,3,1,5,1,5,4,12,0,1,1,1
32,1,4,11,2,3,8,23,0,3,0,1,2,0
35,1,10,15,2,1,7,2,2,9,0,1,1,0
43,1,15,1,2,5,11,13,5,10,1,0,2,0
18,2,4,11,1,2,12,15,3,3,0,0,1,0
26,2,18,13,1,3,8,13,2,11,0,0,1,0
30,2,18,13,1,2,3,22,2,2,0,1,3,1
32,2,16,4,2,5,1,10,5,2,1,0,1,0
38,2,11,17,2,1,5,17,1,10,0,0,2,0
44,2,6,18,2,2,3,7,5,11,1,0,1,0
52,2,11,17,1,5,9,12,5,9,1,0,2,0
21,3,6,18,1,3,4,4,3,10,0,1,3,0
23,3,7,20,2,5,11,22,4,2,0,1,1,0
29,3,7,20,2,1,7,23,3,2,0,1,1,0
30,3,12,14,1,1,6,16,5,3,1,0,1,1
31,3,12,14,1,5,9,8,6,11,1,0,2,0
41,3,17,6,1,1,7,3,5,9,1,1,1,0
56,3,18,13,2,4,10,16,3,8,0,0,2,0
18,1,3,8,2,2,12,13,2,10,0,0,1,0
27,1,8,3,2,3,8,18,4,1,0,0,1,0
30,1,7,20,2,1,6,14,2,3,0,0,1,1
47,1,3,8,2,1,5,11,4,10,0,0,1,0
49,1,19,7,2,5,9,6,4,7,0,0,1,0
51,1,8,3,1,5,1,23,5,11,1,1,2,0
59,1,4,11,1,5,11,20,1,1,0,0,3,0
60,1,1,19,1,2,3,9,6,3,1,0,3,0
69,1,12,14,1,2,12,2,6,2,1,1,3,0
72,1,7,20,1,1,5,17,6,3,1,0,2,1
18,2,19,7,1,4,10,18,1,5,0,0,1,0
20,2,4,11,1,1,6,15,5,4,1,0,1,0
30,2,2,5,2,1,7,12,3,5,0,0,2,1
56,2,9,10,2,2,3,10,1,4,0,0,1,0
57,2,8,3,2,5,1,12,6,7,1,0,1,0
60,2,17,6,2,5,1,10,3,3,0,0,1,0
63,2,17,6,1,3,8,1,5,8,1,1,1,0
72,2,10,15,2,2,2,7,3,1,0,0,1,0
21,3,13,2,2,2,3,21,5,9,1,0,1,0
30,3,15,1,1,2,2,11,4,9,0,0,2,1
32,3,5,16,1,1,6,21,4,5,0,0,1,0
71,3,6,18,1,2,2,17,3,6,0,0,1,0
72,3,20,9,1,5,9,9,2,11,0,0,1,0
20,1,14,12,1,1,5,2,1,4,0,1,2,0
30,1,10,15,2,5,1,4,1,8,0,1,3,1
46,1,18,13,1,5,9,0,6,11,1,1,1,0
56,1,1,19,1,2,12,12,0,9,0,0,2,0
25,2,1,19,1,3,8,9,5,1,1,0,2,0
30,2,14,12,2,1,5,15,2,10,0,0,1,1
31,2,10,15,1,2,2,8,2,10,0,0,1,0
34,2,18,13,2,2,12,4,1,6,0,1,3,0
39,2,14,12,1,1,7,23,1,4,0,1,3,0
44,2,20,9,1,2,3,6,2,9,0,0,1,0
52,2,20,9,2,4,10,22,5,9,1,1,3,0
60,2,20,9,1,1,6,0,3,3,0,1,1,0
73,2,6,18,1,5,9,22,3,2,0,1,3,0
20,3,7,20,2,1,5,18,4,8,0,0,1,0
30,3,16,4,1,5,11,0,4,2,0,1,2,1
45,3,20,9,1,1,6,3,3,4,0,1,1,0
61,3,3,8,1,5,1,21,3,10,0,0,1,0
67,3,18,13,1,2,12,6,0,9,0,0,3,0
69,3,1,19,1,4,10,16,5,3,1,0,2,0
70,3,4,11,1,3,4,20,4,8,0,0,1,0
75,3,15,1,2,5,9,20,5,5,1,0,3,0
30,1,12,14,1,5,9,0,4,1,0,1,1,1
33,1,17,6,1,1,6,4,1,1,0,1,1,0
41,1,6,18,1,4,10,17,0,12,0,0,2,0
47,1,15,1,2,5,11,20,6,3,1,0,2,0
50,1,20,9,2,1,6,23,6,1,1,1,1,0
52,1,9,10,1,2,12,13,0,5,0,0,1,0
18,2,6,18,1,5,9,13,3,4,0,0,1,0
26,2,4,11,2,3,4,21,6,6,1,0,1,0
30,2,8,3,2,4,10,23,0,10,0,1,1,1
33,2,10,15,2,3,4,18,5,11,1,0,1,0
55,2,9,10,1,4,10,16,6,12,1,0,2,0
62,2,5,16,2,5,9,23,5,1,1,1,1,0
64,2,19,7,2,4,10,12,4,2,0,0,1,0
20,3,2,5,2,2,12,4,3,5,0,1,2,0
21,3,5,16,1,3,8,22,1,7,0,1,3,0
25,3,5,16,2,2,12,23,3,9,0,1,1,0
30,3,8,3,2,5,1,7,4,1,0,0,1,1
32,3,14,12,1,5,1,13,1,4,0,0,2,0
35,3,19,7,1,4,10,1,3,1,0,1,1,0
41,3,6,18,2,1,5,15,1,3,0,0,2,0
43,3,8,3,1,1,6,13,5,10,1,0,3,0
50,3,4,11,1,2,12,12,3,10,0,0,2,0
65,3,8,3,1,4,10,13,2,8,0,0,1,0
73,3,19,7,2,1,6,9,3,12,0,0,1,0
30,1,18,13,2,4,10,11,0,1,0,0,1,1
40,1,11,17,1,1,6,20,2,12,0,0,1,0
47,1,16,4,2,3,8,19,3,10,0,0,1,0
65,1,5,16,1,2,3,9,0,1,0,0,2,0
68,1,5,16,1,1,7,7,6,2,1,0,1,0
24,2,15,1,2,1,7,8,5,2,1,0,1,0
26,2,20,9,1,1,6,1,4,9,0,1,1,0
27,2,7,20,2,3,8,20,3,3,0,0,3,0
30,2,3,8,1,3,4,6,2,1,0,0,3,1
31,2,4,11,2,3,4,9,1,6,0,0,1,0
36,2,19,7,2,2,12,2,5,6,1,1,1,0
56,2,13,2,1,5,1,18,3,4,0,0,2,0
57,2,18,13,2,1,7,18,3,8,0,0,2,0
30,3,12,14,1,5,1,7,0,1,0,0,1,1
32,3,15,1,1,2,12,2,5,1,1,1,3,0
69,3,8,3,2,1,6,7,2,4,0,0,1,0
30,1,16,4,1,5,1,9,0,3,0,0,3,1
33,1,9,10,2,5,9,21,4,7,0,0,2,0
38,1,4,11,2,5,11,11,2,4,0,0,3,0
66,1,13,2,2,5,9,4,1,8,0,1,1,0
67,1,10,15,1,5,9,4,0,1,0,1,3,0
21,2,1,19,2,1,6,22,6,7,1,1,1,0
30,2,6,18,2,3,8,3,5,5,1,1,1,1
41,2,2,5,2,1,6,16,3,6,0,0,2,0
43,2,10,15,1,2,12,2,6,11,1,1,2,0
49,2,9,10,2,1,6,19,4,3,0,0,1,0
54,2,10,15,2,5,11,5,4,5,0,1,3,0
63,2,9,10,2,1,7,19,0,12,0,0,3,0
19,3,3,8,1,2,3,1,1,10,0,1,1,0
21,3,15,1,1,1,7,2,1,4,0,1,1,1
30,3,8,3,2,2,3,11,0,3,0,0,1,1
33,3,4,11,1,2,3,9,0,10,0,0,3,0
36,3,17,6,2,5,11,18,1,11,0,0,3,0
41,3,10,15,2,5,11,15,5,1,1,0,2,0
49,3,11,17,1,5,1,12,3,12,0,0,1,1
54,3,18,13,2,1,7,22,2,8,0,1,2,0
59,3,3,8,1,1,7,10,3,1,0,0,1,0
25,1,13,2,2,4,10,15,1,1,0,0,1,0
30,1,15,1,1,1,5,19,5,5,1,0,3,1
70,1,11,17,2,2,3,9,6,5,1,0,2,0
30,2,18,13,1,3,8,12,2,9,0,0,2,1
36,2,19,7,2,1,6,12,4,12,0,0,1,0
44,2,6,18,1,5,1,4,0,9,0,1,1,0
45,2,20,9,2,1,6,0,5,4,1,1,1,0
63,2,20,9,1,1,5,1,1,7,0,1,2,0
70,2,9,10,1,2,12,17,4,3,0,0,3,1
72,2,2,5,2,3,8,10,6,9,1,0,3,0
73,2,9,10,2,5,11,10,6,3,1,0,1,0
24,3,9,10,1,1,5,0,0,1,0,1,2,1
25,3,5,16,2,1,5,19,1,6,0,0,3,0
30,3,4,11,1,5,11,16,1,3,0,0,1,1
43,3,13,2,2,4,10,10,3,8,0,0,1,0
30,1,19,7,1,3,8,15,0,2,0,0,3,1
45,1,7,20,1,1,7,13,1,1,0,0,2,0
57,1,1,19,2,2,3,10,0,10,0,0,2,0
68,1,1,19,1,5,1,3,3,6,0,1,3,0
30,2,11,17,2,5,11,9,6,5,1,0,3,1
46,2,2,5,1,2,12,5,0,5,0,1,3,0
57,2,10,15,2,1,7,16,5,6,1,0,3,0
66,2,4,11,2,5,9,23,5,3,1,1,1,0
19,3,14,12,1,5,9,2,5,1,1,1,1,0
20,3,4,11,1,4,10,16,0,11,0,0,2,1
29,3,14,12,1,4,10,6,1,8,0,0,1,0
30,3,15,1,1,3,4,11,2,3,0,0,1,1
32,3,7,20,2,1,5,8,1,6,0,0,3,0
55,3,4,11,1,1,7,12,5,3,1,0,1,0
75,3,19,7,1,5,9,16,0,6,0,0,2,0
22,1,14,12,1,4,10,11,4,12,0,0,2,0
30,1,4,11,1,1,5,2,6,1,1,1,2,1
43,1,1,19,1,5,11,6,0,2,0,0,1,0
53,1,16,4,1,1,5,18,3,7,0,0,1,0
63,1,8,3,1,2,2,11,3,4,0,0,1,0
70,1,9,10,2,5,11,0,1,7,0,1,3,0
25,2,18,13,2,1,6,18,4,6,0,0,2,1
30,2,17,6,2,2,12,11,6,10,1,0,3,1
31,2,8,3,2,3,4,6,6,12,1,0,1,0
33,2,9,10,2,1,6,6,2,5,0,0,2,0
34,2,5,16,2,2,2,17,1,9,0,0,3,0
35,2,2,5,1,5,9,23,3,9,0,1,1,0
41,2,9,10,2,2,2,0,4,2,0,1,2,0
22,3,10,15,1,2,12,17,6,9,1,0,3,0
25,3,6,18,1,1,6,23,1,5,0,1,1,0
30,3,19,7,1,5,11,3,2,1,0,1,3,1
45,3,20,9,1,1,6,16,2,10,0,0,2,0
49,3,19,7,1,5,1,18,1,1,0,0,3,0
64,3,7,20,1,1,7,23,2,11,0,1,3,0
68,3,14,12,1,3,4,10,5,4,1,0,1,0
72,3,10,15,1,2,12,4,1,12,0,1,2,0
75,3,10,15,2,1,5,7,1,4,0,0,2,0
23,1,20,9,2,1,5,12,4,1,0,0,1,0
26,1,5,16,1,2,12,0,0,3,0,1,2,0
30,1,14,12,2,5,11,13,6,4,1,0,1,1
34,1,18,13,2,2,3,13,1,2,0,0,1,0
42,1,14,12,2,3,4,1,3,11,0,1,1,0
56,1,8,3,2,4,10,5,5,8,1,1,2,0
57,1,6,18,2,5,1,9,4,10,0,0,3,0
59,1,10,15,2,2,12,19,6,5,1,0,1,0
68,1,4,11,2,2,12,23,1,5,0,1,1,0
18,2,9,10,2,3,8,6,5,3,1,0,2,0
30,2,14,12,1,2,2,16,2,4,0,0,2,1
44,2,11,17,2,2,2,5,1,3,0,1,1,0
58,2,10,15,1,1,7,2,1,8,0,1,1,0
64,2,1,19,1,1,5,18,0,9,0,0,1,0
28,3,2,5,2,5,1,14,1,2,0,0,3,0
30,3,3,8,1,1,5,16,1,1,0,0,3,1
32,3,8,3,1,5,11,5,3,7,0,1,2,0
44,3,17,6,1,2,3,1,5,12,1,1,2,0
48,3,16,4,1,1,6,5,0,11,0,1,2,0
61,3,4,11,1,2,2,20,5,5,1,0,1,0
74,3,6,18,1,3,8,12,3,10,0,0,2,0
24,1,20,9,1,2,12,15,5,8,1,0,2,0
25,1,16,4,2,2,12,11,4,10,0,0,1,0
30,1,8,3,1,3,4,7,4,2,0,0,1,1
34,1,11,17,1,5,11,16,1,2,0,0,2,0
36,1,15,1,1,3,4,23,1,10,0,1,1,0
30,2,19,7,1,2,12,16,5,8,1,0,3,1
34,2,3,8,1,5,1,16,3,9,0,0,2,0
39,2,13,2,2,2,3,12,6,9,1,0,2,0
50,2,10,15,1,3,8,15,2,1,0,0,3,0
55,2,1,19,2,2,2,15,6,3,1,0,1,0
56,2,8,3,2,2,3,4,5,5,1,1,3,0
58,2,11,17,2,1,6,1,6,3,1,1,2,0
65,2,18,13,1,2,12,2,2,6,0,1,1,1
18,3,11,17,2,1,5,7,3,3,0,0,1,1
27,3,1,19,2,5,9,6,3,10,0,0,2,0
30,3,5,16,1,2,3,15,1,5,0,0,2,1
69,3,7,20,2,4,10,23,5,5,1,1,2,0
73,3,20,9,1,1,6,4,5,12,1,1,1,0
30,1,8,3,1,5,9,10,6,1,1,0,1,1
40,1,11,17,1,2,12,2,2,8,0,1,3,0
58,1,18,13,1,1,5,3,3,9,0,1,2,0
21,2,14,12,1,3,8,5,3,7,0,1,1,0
30,2,7,20,1,4,10,11,2,7,0,0,1,1
34,2,1,19,1,1,5,7,5,1,1,0,1,0
44,2,18,13,2,3,4,3,5,2,1,1,1,0
49,2,8,3,2,1,6,7,6,1,1,0,3,0
64,2,16,4,2,2,2,16,2,7,0,0,2,0
65,2,13,2,2,1,7,4,3,11,0,1,1,0
72,2,19,7,1,5,11,14,0,3,0,0,3,0
29,3,7,20,1,5,1,19,6,10,1,0,1,0
30,3,14,12,1,1,6,22,1,8,0,1,3,1
33,3,20,9,2,5,9,7,4,2,0,0,2,0
49,3,13,2,2,2,2,17,5,8,1,0,1,0
52,3,7,20,2,3,8,1,4,3,0,1,3,0
59,3,11,17,2,2,2,7,4,7,0,0,2,0
63,3,4,11,1,5,9,16,4,7,0,0,1,0
21,1,18,13,1,2,2,0,4,8,0,1,1,0
24,1,16,4,1,3,8,15,4,10,0,0,2,0
28,1,19,7,1,4,10,1,3,7,0,1,1,0
30,1,6,18,1,2,3,10,0,4,0,0,3,1
35,1,15,1,1,5,11,1,6,3,1,1,2,0
47,1,4,11,1,5,9,7,0,9,0,0,3,0
56,1,7,20,2,5,11,13,1,8,0,0,3,0
62,1,18,13,2,4,10,16,3,8,0,0,2,0
26,2,12,14,1,5,11,18,2,3,0,0,2,0
30,2,4,11,2,1,5,17,5,9,1,0,3,1
42,2,20,9,1,2,2,15,4,2,0,0,3,0
47,2,20,9,2,2,2,5,0,10,0,1,2,0
51,2,19,7,1,1,6,9,2,7,0,0,2,1
68,2,18,13,1,4,10,12,2,3,0,0,1,0
74,2,2,5,2,5,11,9,6,3,1,0,2,0
24,3,19,7,1,2,2,4,5,2,1,1,3,0
30,3,16,4,1,4,10,6,4,9,0,0,1,1
31,3,8,3,2,5,1,16,5,6,1,0,1,0
44,3,7,20,1,3,4,6,1,5,0,0,1,0
46,3,2,5,2,2,12,11,2,7,0,0,1,0
52,3,14,12,1,1,6,23,0,7,0,1,3,0
57,3,7,20,1,2,12,14,6,9,1,0,3,0
70,3,7,20,1,5,1,6,2,2,0,0,1,0
22,1,12,14,2,5,1,7,1,7,0,0,1,0
26,1,8,3,2,5,11,10,6,2,1,0,3,0
30,1,20,9,1,3,4,5,5,9,1,1,2,1
41,1,4,11,2,5,11,1,4,7,0,1,2,0
42,1,3,8,1,2,2,16,2,6,0,0,2,0
47,1,2,5,1,4,10,1,4,12,0,1,2,0
52,1,19,7,2,3,8,10,2,2,0,0,3,0
55,1,18,13,1,1,7,21,4,10,0,0,1,0
56,1,16,4,1,3,4,22,0,1,0,1,1,0
61,1,12,14,1,5,11,19,4,6,0,0,1,0
63,1,9,10,1,5,1,0,1,7,0,1,2,0
64,1,15,1,2,5,11,22,4,12,0,1,1,0
66,1,14,12,2,5,1,12,0,12,0,0,2,0
30,2,4,11,2,4,10,5,4,4,0,1,1,1
42,2,15,1,1,2,2,8,4,4,0,0,1,0
58,2,5,16,2,5,1,14,3,4,0,0,2,0
18,3,17,6,1,3,4,19,0,3,0,0,3,0
30,3,7,20,2,1,7,6,6,3,1,0,2,1
38,3,9,10,2,4,10,21,0,4,0,0,2,0
44,3,18,13,2,2,3,8,2,10,0,0,2,0
54,3,16,4,2,5,11,12,2,7,0,0,2,0
65,3,18,13,1,1,5,23,2,12,0,1,1,0
74,3,11,17,2,5,9,2,5,5,1,1,2,0
28,1,15,1,1,2,12,14,0,4,0,0,2,0
30,1,2,5,1,1,6,1,3,3,0,1,3,1
34,1,18,13,2,5,1,3,4,8,0,1,2,0
38,1,6,18,2,2,3,5,4,7,0,1,1,0
45,1,12,14,2,3,8,13,0,6,0,0,3,0
50,1,4,11,2,5,1,21,4,11,0,0,1,0
61,1,1,19,2,4,10,1,4,6,0,1,2,0
65,1,18,13,2,5,1,9,4,12,0,0,1,1
20,2,12,14,2,1,7,9,1,11,0,0,1,1
21,2,2,5,2,5,1,0,5,7,1,1,2,0
27,2,12,14,1,3,4,8,5,11,1,0,1,0
30,2,10,15,1,1,5,22,5,6,1,1,1,1
42,2,14,12,1,1,5,23,0,5,0,1,3,0
59,2,16,4,2,1,5,19,3,7,0,0,2,0
62,2,11,17,2,5,1,1,3,11,0,1,1,0
64,2,10,15,2,3,4,14,3,6,0,0,1,0
19,3,14,12,1,1,5,6,3,11,0,0,1,0
21,3,18,13,2,3,4,3,1,11,0,1,3,0
30,3,17,6,2,5,9,9,5,9,1,0,1,1
48,3,3,8,2,2,3,14,2,5,0,0,1,1
68,3,17,6,1,1,5,22,2,11,0,1,3,0
71,3,3,8,2,5,1,12,5,1,1,0,1,0
19,1,1,19,2,1,5,9,2,9,0,0,1,0
24,1,16,4,2,1,6,21,4,9,0,0,2,0
30,1,8,3,2,2,3,17,3,4,0,0,1,1
42,1,12,14,2,4,10,18,2,2,0,0,2,1
45,1,2,5,1,3,4,1,4,1,0,1,1,0
48,1,2,5,1,1,5,7,6,1,1,0,1,0
51,1,6,18,2,2,2,19,5,8,1,0,1,0
65,1,15,1,1,2,12,19,3,7,0,0,3,0
27,2,11,17,2,2,12,17,5,2,1,0,3,0
30,2,17,6,2,2,2,15,6,6,1,0,2,1
46,2,7,20,1,3,4,12,1,12,0,0,2,0
47,2,3,8,2,4,10,6,2,6,0,0,1,0
50,2,3,8,1,3,4,6,2,1,0,0,3,1
71,2,8,3,2,3,4,14,4,12,0,0,3,0
20,3,10,15,1,5,11,5,6,5,1,1,3,0
27,3,11,17,1,5,1,10,5,10,1,0,1,0
30,3,5,16,2,4,10,2,4,3,0,1,1,1
33,3,10,15,2,2,3,23,5,2,1,1,3,0
37,3,1,19,2,5,9,6,3,10,0,0,2,0
55,3,18,13,1,2,2,4,2,11,0,1,1,0
71,3,17,6,1,5,11,12,1,9,0,0,1,0
30,1,4,11,1,2,3,9,0,10,0,0,3,1
37,1,13,2,1,2,12,15,0,1,0,0,2,0
39,1,19,7,1,4,10,8,6,8,1,0,3,0
59,1,17,6,1,1,6,11,2,9,0,0,2,0
70,1,6,18,2,5,9,9,0,10,0,0,2,0
23,2,15,1,2,1,7,15,3,1,0,0,2,0
30,2,12,14,2,5,11,19,6,2,1,0,1,1
43,2,4,11,2,5,11,7,2,10,0,0,1,0
51,2,5,16,1,5,1,0,5,5,1,1,2,0
60,2,1,19,1,5,11,16,4,5,0,0,3,1
63,2,14,12,1,3,8,13,5,10,1,0,1,0
70,2,3,8,1,2,3,15,3,9,0,0,1,0
30,3,17,6,1,3,4,5,4,2,0,1,3,1
40,3,9,10,2,1,5,2,3,9,0,1,2,0
42,3,18,13,2,1,5,6,6,8,1,0,1,0
48,3,10,15,1,5,11,2,4,5,0,1,1,0
53,3,19,7,2,1,6,9,1,12,0,0,2,0
66,3,9,10,1,2,3,22,1,12,0,1,2,0
67,3,8,3,2,5,9,18,2,5,0,0,1,0
71,3,6,18,1,3,8,21,6,2,1,0,1,0
21,1,20,9,1,3,4,19,3,12,0,0,1,0
30,1,10,15,2,5,11,22,0,10,0,1,1,0
46,1,4,11,2,5,9,18,2,11,0,0,1,0
50,1,16,4,1,4,10,0,3,6,0,1,1,0
67,1,5,16,1,1,7,9,1,8,0,0,3,0
72,1,8,3,1,5,1,11,4,5,0,0,3,0
30,2,5,16,1,5,11,4,6,9,1,1,1,1
30,3,10,15,2,5,1,22,0,7,0,1,1,1
39,3,9,10,2,5,11,0,3,8,0,1,3,0
42,3,20,9,1,5,9,13,0,7,0,0,1,1
54,3,8,3,2,4,10,18,4,10,0,0,1,0
56,3,5,16,2,2,12,18,4,9,0,0,1,0
70,3,18,13,1,5,11,13,0,6,0,0,2,0
30,1,4,11,2,5,11,15,2,6,0,0,1,1
33,1,16,4,2,4,10,17,4,5,0,0,2,0
44,1,6,18,1,1,6,15,0,11,0,0,2,0
47,1,11,17,1,3,4,18,2,12,0,0,2,0
51,1,17,6,2,2,2,18,0,3,0,0,1,0
70,1,7,20,1,5,1,19,2,2,0,0,1,0
18,2,12,14,1,5,1,22,4,9,0,1,3,0
30,2,13,2,1,4,10,18,4,3,0,0,1,1
43,2,2,5,2,5,9,0,4,12,0,1,1,0
61,2,6,18,2,2,2,17,0,9,0,0,1,0
30,3,2,5,1,2,2,11,6,6,1,0,3,1
32,3,13,2,1,3,4,1,1,8,0,1,1,0
33,3,9,10,2,5,1,5,0,4,0,1,3,0
38,3,10,15,1,4,10,19,6,1,1,0,1,1
39,3,10,15,2,5,1,22,5,5,1,1,2,0
62,3,7,20,2,1,6,7,4,11,0,0,1,0
75,3,2,5,1,2,2,0,0,12,0,1,1,0
30,1,11,17,2,5,11,9,6,5,1,0,3,1
33,1,17,6,1,5,1,23,0,9,0,1,1,0
37,1,17,6,2,1,6,18,2,4,0,0,2,0
41,1,7,20,1,1,7,22,6,6,1,1,1,0
48,1,1,19,2,5,1,20,4,8,0,0,1,0
50,1,11,17,1,3,4,12,4,9,0,0,1,0
58,1,13,2,2,5,11,20,1,5,0,0,2,0
26,2,5,16,1,3,8,20,3,4,0,0,3,0
30,2,9,10,1,1,7,16,6,5,1,0,3,1
33,2,8,3,1,1,7,10,5,7,1,0,2,0
35,2,9,10,2,1,7,5,3,7,0,1,2,0
41,2,4,11,1,2,3,9,3,8,0,0,1,0
45,2,1,19,2,1,6,20,6,4,1,0,1,0
52,2,11,17,2,1,5,5,3,6,0,1,2,0
63,2,12,14,1,5,11,13,4,1,0,0,1,1
66,2,18,13,1,1,5,7,5,6,1,0,1,0
75,2,10,15,2,5,1,21,0,10,0,0,3,0
30,3,14,12,2,1,7,13,6,11,1,0,1,1
35,3,16,4,2,1,7,12,3,12,0,0,3,0
36,3,12,14,2,2,2,3,4,4,0,1,2,0
37,3,18,13,2,5,9,22,0,8,0,1,1,0
49,3,16,4,1,1,5,12,2,4,0,0,2,0
58,3,5,16,1,5,1,5,4,4,0,1,1,0
70,3,2,5,2,2,12,23,4,6,0,1,2,0
18,1,2,5,2,4,10,10,6,6,1,0,1,0
30,1,19,7,1,2,3,2,1,9,0,1,2,1
59,1,1,19,2,2,2,15,5,6,1,0,1,0
69,1,11,17,1,2,12,4,0,9,0,1,1,0
18,2,13,2,1,4,10,3,6,1,1,1,1,0
23,2,8,3,2,3,4,16,1,6,0,0,3,0
27,2,6,18,1,2,2,22,5,4,1,1,2,0
30,2,6,18,2,5,1,21,5,2,1,0,3,1
31,2,17,6,1,5,11,15,0,12,0,0,1,0
50,2,1,19,1,1,6,7,5,12,1,0,1,0
60,2,20,9,2,5,11,7,0,8,0,0,2,0
71,2,6,18,1,1,7,3,5,6,1,1,2,0
30,3,20,9,2,5,1,18,1,1,0,0,1,1
32,3,14,12,2,5,9,1,3,3,0,1,2,0
43,3,4,11,2,2,2,0,3,2,0,1,3,0
74,3,11,17,2,2,12,22,5,9,1,1,1,0
30,1,8,3,2,3,4,5,3,2,0,1,3,1
